time,mean,mean_bias_corrected,epistemic_low,epistemic_high,total_low,total_high,conformal_low,conformal_high,hybrid_low,hybrid_high
224.0,65.55759574464204,65.55912731054023,,,,,,,,
228.0,65.38427714896457,65.38580466576902,,,,,,,,
232.0,65.21480814146511,65.21633169911044,,,,,,,,
236.0,65.04909263074246,65.0506123169184,,,,,,,,
240.0,64.88703727428573,64.88855317450134,,,,,,,,
244.0,64.72855138284268,64.73006358048829,,,,,,,,
248.0,64.57354682915316,64.57505540556029,,,,,,,,
252.0,64.42193796074287,64.423442995242,,,,,,,,
256.0,64.27364151659074,64.27514308656721,,,,,,,,
260.0,64.12857654739224,64.13007472834022,,,,,,,,
264.0,63.98666433923596,63.988159204810685,,,,,,,,
268.0,63.847828340503085,63.84931996257142,,,,,,,,
272.0,63.711994091778045,63.7134825404673,,,,,,,,
276.0,63.579089158629735,63.580574502374986,,,,,,,,
280.0,63.44904306709323,63.45052537268315,,,,,,,,
284.0,63.32178724172922,63.323266574350406,,,,,,,,
288.0,63.197254946096535,63.19873136937648,,,,,,,,
292.0,63.07538122556024,63.07685480160895,,,,,,,,
296.0,62.9561028522755,62.957573641725844,,,,,,,,
300.0,62.83935827224561,62.84082633429244,,,,,,,,
304.0,62.72508755437258,62.7265529468106,,,,,,,,
308.0,62.61323234137661,62.6146951206372,,,,,,,,
312.0,62.503735802523444,62.50519602371028,,,,,,,,
316.0,62.39654258806432,62.398000304988,,,,,,,,
320.0,62.29159878530736,62.293054050518954,,,,,,,,
324.0,62.18885187624628,62.190304741069944,,,,,,,,
328.0,62.08825069668157,62.08970121124613,,,,,,,,
332.0,61.989745396741334,61.99119361001103,,,,,,,,
336.0,61.893287402820356,61.89473336262465,,,,,,,,
340.0,61.798829380747556,61.80027313381007,,,,,,,,
344.0,61.70632520025857,61.70776679222523,,,,,,,,
348.0,61.615729900644986,61.61716937611134,,,,,,,,
352.0,61.52699965754566,61.52843706008343,,,,,,,,
356.0,61.440091750846086,61.44152712302895,,,,,,,,
360.0,61.35496453361097,61.356397917039644,,,,,,,,
364.0,61.271577402064,61.27300883739062,,,,,,,,
368.0,61.18989076649605,61.191320293447845,,,,,,,,
372.0,61.10986602315936,61.111293680561694,,,,,,,,
376.0,61.031465527005174,61.03289135280394,,,,,,,,
380.0,60.95465256532698,60.95607659661038,,,,,,,,
384.0,60.87939133220629,60.88081360522603,,,,,,,,
388.0,60.80564690378487,60.807067453976764,,,,,,,,
392.0,60.733385214274264,60.734804076278266,60.18666581377033,62.682948566484775,59.669840316747084,62.73196027799395,60.169149074380734,61.01689493796689,59.669840316747084,62.73196027799395
396.0,60.66257303273055,60.66399024041027,60.11694848900252,62.599311423462694,59.585566632685286,62.699091230060915,60.10503210223336,60.938514905124414,59.585566632685286,62.699091230060915
400.0,60.593177940518906,60.59459352698059,60.04736912834847,62.516900203764635,59.57661044042103,62.57933542991769,60.039590100675625,60.87951816301252,59.57661044042103,62.57933542991769
404.0,60.525168309504444,60.52658230711543,59.97882860522003,62.435303532475395,59.47146188697985,62.39585280531405,59.97664736603182,60.798353358736925,59.47146188697985,62.39585280531405
408.0,60.45851328087244,60.45992572127914,59.90941209394512,62.35470144202419,59.45224746988019,62.28769055414577,59.905629125148835,60.737479632285584,59.45224746988019,62.28769055414577
412.0,60.39318274457987,60.39459365872527,59.84415573408338,62.275261715826176,59.32434163512039,62.32414144988491,59.844713232404224,60.661338251420425,59.32434163512039,62.32414144988491
416.0,60.32914731947131,60.33055673761198,59.77750793111832,62.20044809889396,59.259618347410076,62.259932198271116,59.770824806028834,60.60533566035385,59.259618347410076,62.259932198271116
420.0,60.266378333940764,60.26778628566345,59.71281542832956,62.13044998940008,59.2419618410291,62.14388265361175,59.70428650257969,60.56053956098583,59.2419618410291,62.14388265361175
424.0,60.20484780719152,60.20625432142926,59.650956983412875,62.054419604437626,59.20344311239373,62.09410633559134,59.6733497662476,60.48775634378599,59.20344311239373,62.09410633559134
428.0,60.14452843104422,60.1459335360921,59.59001651429665,61.979210943592584,59.181647939351166,62.037783605830484,59.6388079107293,60.40427957315259,59.181647939351166,62.037783605830484
432.0,60.08539355228603,60.08679727581644,59.53097734763783,61.905062983914505,59.01688866778279,62.13554313528049,59.550517660286985,60.38315640393154,59.01688866778279,62.13554313528049
436.0,60.02741715552191,60.02881952459947,59.47127704436021,61.838864414381185,58.99126037462772,61.962661885816445,59.493756765719645,60.326767133805696,58.99126037462772,61.962661885816445
440.0,59.97057384654059,59.97197488763666,59.414330626773086,61.78311217678684,58.95032124495868,61.711189277074155,59.434584033996096,60.22857773778917,58.95032124495868,61.711189277074155
444.0,59.91483883616778,59.916238575174596,59.35760715104771,61.71727497311211,58.897144301748256,61.738372635313986,59.366947862437385,60.195044972044684,58.897144301748256,61.738372635313986
448.0,59.860187924583755,59.861586386828186,59.3010906325254,61.651375634277684,58.84510647612742,61.67258060138928,59.319599892781184,60.17137284559752,58.84510647612742,61.67258060138928
452.0,59.806597486040005,59.807994696296966,59.244736604181035,61.58343959483195,58.81576345269021,61.613840189554125,59.28390012541466,60.119577506911625,58.81576345269021,61.613840189554125
456.0,59.754044454122706,59.75544043662825,59.18828894724026,61.51645238221539,58.727336317442735,61.59258979746479,59.23335058909802,60.030924375998126,58.727336317442735,61.59258979746479
460.0,59.70250630732288,59.70390108578688,59.13421032472157,61.45039714703696,58.67467532190043,61.55135962842682,59.16768847213817,59.95987458337885,58.67467532190043,61.55135962842682
464.0,59.651961055090275,59.65335465270889,59.081392185803544,61.38525740559224,58.62826271676168,61.555139290212395,59.11279940202068,59.928561972940734,58.62826271676168,61.555139290212395
468.0,59.60238722424934,59.603779663717056,59.029625517248284,61.321017030216076,58.54590300199778,61.4859861169855,59.07664507688995,59.912635003343574,58.54590300199778,61.4859861169855
472.0,59.55376384581442,59.55515514933584,58.98033971810342,61.26144923878162,58.54539984588353,61.35991995350916,59.04217537616317,59.88160206838394,58.54539984588353,61.35991995350916
476.0,59.506070442142,59.507460631443315,58.93160986867863,61.20437906365562,58.46689109681289,61.35094150775393,58.949314595017555,59.80411016015448,58.46689109681289,61.35094150775393
480.0,59.45928701450669,59.460676110846904,58.88386251239509,61.15656431578865,58.42667883590959,61.30641278451595,58.91270458028339,59.800936232764855,58.42667883590959,61.30641278451595
484.0,59.413394030952695,59.41478205513448,58.83758687913125,61.09553992498282,58.354511791138314,61.221719069760475,58.89687201677727,59.6789184098346,58.354511791138314,61.221719069760475
488.0,59.368372414528174,59.36975938690854,58.791613703837136,61.034925114442636,58.32609452941388,61.10429227040825,58.856699191648346,59.68260707417119,58.32609452941388,61.10429227040825
492.0,59.324203531802624,59.32558947230326,58.74518659170689,60.98942151165839,58.317325929759946,61.08954034715596,58.79913471866367,59.63864528278069,58.317325929759946,61.08954034715596
496.0,59.280869181776154,59.28225410989352,58.70111376157316,60.9392072930733,58.24871022791391,61.10058185551777,58.76251128934845,59.58298874644967,58.24871022791391,61.10058185551777
500.0,59.23835158498831,59.23973551980352,58.65784621261239,60.87967675168101,58.23451256995258,60.981663625874695,58.73312179483211,59.52610641298484,58.23451256995258,60.981663625874695
504.0,59.19663337302075,59.19801633320915,58.616003137921716,60.82050313567432,58.15673387742409,60.96162275973257,58.66042947758513,59.50405820268505,58.15673387742409,60.96162275973257
508.0,59.15569757824399,59.157079582084506,58.57354238211592,60.76552683122604,58.137650230172426,60.88070301115577,58.60571816459826,59.425055212699036,58.137650230172426,60.88070301115577
512.0,59.115527623818885,59.1169086892032,58.53307329528415,60.72791897284461,58.14188409816558,60.89740119842921,58.609872094604555,59.39396137510397,58.14188409816558,60.89740119842921
516.0,59.07610731401685,59.07748745845827,58.491831183321914,60.677463694891664,58.05436333664191,60.78761001070076,58.54761192606865,59.381248755589034,58.05436333664191,60.78761001070076
520.0,59.037420824779815,59.03880006542196,58.45332474659376,60.622033695063934,57.99166705092862,60.769199858981224,58.498781255885326,59.34585251308709,57.99166705092862,60.769199858981224
524.0,58.999452694529,59.00083104815427,58.41167871310805,60.578139921483164,58.01078152282166,60.70407768300703,58.47552260007533,59.2662213977053,58.01078152282166,60.70407768300703
528.0,58.96218781522332,58.963565298261166,58.37176656850923,60.54233806318011,57.90571816220123,60.73143920829961,58.433789041237745,59.26703218058175,57.90571816220123,60.73143920829961
532.0,58.92561142365547,58.92698805219044,58.3318124652737,60.5072563415757,57.87921589963939,60.60339554032758,58.390866507932074,59.21511456010781,57.87921589963939,60.60339554032758
536.0,58.88970909301525,58.89108488279486,58.291839585522766,60.45361732853569,57.864893098522266,60.530996266007506,58.36240980707643,59.165131852938515,57.864893098522266,60.530996266007506
540.0,58.85446672460188,58.85584169104425,58.254453866272804,60.40617415346617,57.867739908571274,60.52962226872753,58.34225961789609,59.142114403436366,57.867739908571274,60.52962226872753
544.0,58.819870539829644,58.821244698031016,58.21683351617202,60.35473996538455,57.80387547552759,60.578180548802216,58.30170388907159,59.102061800536944,57.80387547552759,60.578180548802216
548.0,58.78590707243203,58.78728043717403,58.182181405924155,60.306311359583226,57.77121070491588,60.353009065598926,58.28182704188206,59.125253063047914,57.77121070491588,60.353009065598926
552.0,58.752563160803376,58.75393574656016,58.148712987476536,60.27648386198248,57.693613621099864,60.43879571051198,58.223121655290285,59.0551260655899,57.693613621099864,60.43879571051198
556.0,58.71982594063823,58.72119776158341,58.11460468591692,60.23692018508862,57.68901113013251,60.29352483993168,58.18115255215263,59.01459268357858,57.68901113013251,60.29352483993168
560.0,58.68768283771088,58.68905390772431,58.08123950898756,60.191572653208105,57.71278854906759,60.32938553615261,58.178147660065086,59.01467413751438,57.71278854906759,60.32938553615261
